metabolites,numerator,denominator,p-value,q-value,FC
(3'-5')-cytidylyladenosine,CL2355,N2,0.9668,0.8528,0.73
(3'-5')-cytidylylcytidine*,CL2355,N2,0.5286,0.7794,1.03
(3'-5')-cytidylylguanosine,CL2355,N2,1.0000,0.8528,1.00
(3'-5')-cytidylyluridine*,CL2355,N2,0.6662,0.7848,2.13
(3'-5')-guanylylcytidine,CL2355,N2,1.0000,0.8528,1.00
(3'-5')-guanylyluridine,CL2355,N2,1.0000,0.8528,1.00
(3'-5')-uridylylcytidine*,CL2355,N2,0.7818,0.8071,1.42
(3'-5')-uridylyluridine,CL2355,N2,0.6927,0.7860,1.51
(3'-5')-uridylyladenosine,CL2355,N2,0.6337,0.7797,1.97
quinolinate,CL2355,N2,0.5331,0.7794,0.64
nicotinate,CL2355,N2,0.2228,0.7780,0.74
nicotinate ribonucleoside,CL2355,N2,0.1362,0.7780,0.17
nicotinic acid mononucleotide (NaMN),CL2355,N2,0.2321,0.7780,1.65
nicotinamide,CL2355,N2,0.9075,0.8523,1.07
nicotinamide ribonucleotide (NMN),CL2355,N2,0.1381,0.7780,2.79
nicotinamide riboside,CL2355,N2,0.4637,0.7780,0.63
nicotinamide adenine dinucleotide (NAD+),CL2355,N2,0.5593,0.7794,0.58
6-hydroxynicotinate,CL2355,N2,0.6676,0.7848,1.02
trigonelline (N'-methylnicotinate),CL2355,N2,0.5540,0.7794,0.61
riboflavin (vitamin B2),CL2355,N2,0.9346,0.8523,0.98
flavin adenine dinucleotide (FAD),CL2355,N2,0.8355,0.8258,0.91
flavin mononucleotide (FMN),CL2355,N2,0.4582,0.7780,0.82
pantoate,CL2355,N2,0.7063,0.7860,0.57
pantothenate,CL2355,N2,0.7321,0.7924,0.93
pantethine,CL2355,N2,0.5350,0.7794,0.42
pantetheine,CL2355,N2,0.3318,0.7780,0.54
phosphopantetheine,CL2355,N2,0.5259,0.7794,0.59
3'-dephosphocoenzyme A,CL2355,N2,0.0600,0.7780,2.24
coenzyme A,CL2355,N2,0.9312,0.8523,0.99
ascorbate (vitamin C),CL2355,N2,0.0093,0.7780,0.29
dehydroascorbate,CL2355,N2,0.0239,0.7780,0.53
threonate,CL2355,N2,0.2501,0.7780,0.75
gulonate*,CL2355,N2,0.6465,0.7843,0.71
biotin,CL2355,N2,0.1979,0.7780,0.67
5-methyltetrahydrofolate (5MeTHF),CL2355,N2,0.3311,0.7780,1.57
biopterin,CL2355,N2,0.0262,0.7780,0.48
dihydrobiopterin,CL2355,N2,0.0163,0.7780,0.44
pterin,CL2355,N2,0.6372,0.7805,1.14
xanthopterin,CL2355,N2,0.6708,0.7848,0.80
protoporphyrin IX,CL2355,N2,0.8371,0.8258,0.85
heme,CL2355,N2,1.0000,0.8528,1.00
biliverdin,CL2355,N2,0.3074,0.7780,0.68
thiamin (vitamin B1),CL2355,N2,0.9106,0.8523,0.72
thiamin monophosphate,CL2355,N2,0.5502,0.7794,0.89
thiamin diphosphate,CL2355,N2,0.6071,0.7794,1.52
carotene diol (1),CL2355,N2,0.5634,0.7794,0.75
pyridoxamine,CL2355,N2,0.7856,0.8071,0.89
pyridoxamine phosphate,CL2355,N2,0.6223,0.7794,0.79
pyridoxal phosphate,CL2355,N2,0.4490,0.7780,0.68
pyridoxal,CL2355,N2,0.5939,0.7794,0.83
pyridoxate,CL2355,N2,0.7636,0.8004,1.27
benzoate,CL2355,N2,0.7335,0.7924,1.22
4-hydroxybenzoate,CL2355,N2,0.3858,0.7780,0.74
catechol,CL2355,N2,0.8164,0.8159,0.96
anthraniloyl-O-glucose,CL2355,N2,0.9026,0.8519,0.53
1-methylxanthine,CL2355,N2,0.3458,0.7780,1.68
2-piperidinone,CL2355,N2,0.6577,0.7848,0.78
3-dehydroshikimate,CL2355,N2,0.3354,0.7780,2.55
"2,3-dihydroxyisovalerate",CL2355,N2,0.3370,0.7780,1.15
dipicolinate,CL2355,N2,1.0000,0.8528,1.00
2-isopropylmalate,CL2355,N2,0.4214,0.7780,1.71
3-formylindole,CL2355,N2,0.1335,0.7780,0.45
3-hydroxyindolin-2-one,CL2355,N2,0.8899,0.8473,1.21
gluconate,CL2355,N2,0.9618,0.8528,0.98
ciliatine (2-aminoethylphosphonate),CL2355,N2,0.7131,0.7860,1.60
ergothioneine,CL2355,N2,0.7936,0.8071,0.43
erythritol,CL2355,N2,0.2178,0.7780,0.61
quinate,CL2355,N2,0.2603,0.7780,1.67
histidine betaine (hercynine)*,CL2355,N2,0.8142,0.8155,0.64
homostachydrine*,CL2355,N2,0.9819,0.8528,0.69
mannonate*,CL2355,N2,0.5873,0.7794,0.44
stachydrine,CL2355,N2,0.9358,0.8523,0.61
ethyl alpha-glucopyranoside,CL2355,N2,0.3972,0.7780,0.43
methyl glucopyranoside (alpha + beta),CL2355,N2,0.2224,0.7780,0.26
harmane,CL2355,N2,0.8617,0.8289,0.93
2-ketogluconate,CL2355,N2,0.9195,0.8523,0.19
"9,10-methylenehexadecanoate**",CL2355,N2,0.1638,0.7780,2.06
2-dimethylaminoethanol,CL2355,N2,0.3813,0.7780,0.65
3-indoleglyoxylic acid,CL2355,N2,0.9180,0.8523,0.92
ethyl beta-glucopyranoside,CL2355,N2,0.5478,0.7794,2.58
pyochelin,CL2355,N2,0.7036,0.7860,0.60
lactobacillic acid,CL2355,N2,0.1670,0.7780,2.14
7-chlorotryptophan,CL2355,N2,0.5326,0.7794,1.45
pyrrolnitrin,CL2355,N2,0.8119,0.8151,1.28
5-fluorouracil,CL2355,N2,0.2024,0.7780,0.20
salicylate,CL2355,N2,0.3395,0.7780,3.38
S-carboxymethyl-cysteine,CL2355,N2,0.4954,0.7794,0.75
sulfate*,CL2355,N2,0.6967,0.7860,0.81
O-sulfo-tyrosine,CL2355,N2,0.5576,0.7794,0.84
ectoine,CL2355,N2,0.4742,0.7794,1.44
glycerol 2-phosphate,CL2355,N2,0.2425,0.7780,0.61
"2,4-di-tert-butylphenol",CL2355,N2,0.0840,0.7780,1.88
thioproline,CL2355,N2,0.7775,0.8071,1.10
glutamine_degradant*,CL2355,N2,0.3337,0.7780,0.65
X-10445,CL2355,N2,0.2778,0.7780,0.14
X-11580,CL2355,N2,0.9896,0.8528,0.88
X-11612,CL2355,N2,0.2160,0.7780,0.49
X-11615,CL2355,N2,0.2845,0.7780,0.17
X-11787,CL2355,N2,0.1867,0.7780,0.34
X-11795,CL2355,N2,0.9444,0.8528,0.97
X-12026,CL2355,N2,0.6156,0.7794,0.86
X-12100,CL2355,N2,0.5792,0.7794,0.89
X-12101,CL2355,N2,0.3632,0.7780,1.65
X-12411,CL2355,N2,0.5946,0.7794,0.67
X-12462,CL2355,N2,0.1125,0.7780,0.30
X-13507,CL2355,N2,0.2032,0.7780,0.23
X-14056,CL2355,N2,0.1211,0.7780,0.45
X-14254,CL2355,N2,0.5354,0.7794,0.37
X-15161,CL2355,N2,0.1533,0.7780,0.39
X-15245,CL2355,N2,0.0575,0.7780,0.04
X-15461,CL2355,N2,0.4393,0.7780,1.46
X-15520,CL2355,N2,0.5714,0.7794,1.31
X-15853,CL2355,N2,0.2238,0.7780,0.16
X-16938,CL2355,N2,0.2314,0.7780,0.36
X-17009,CL2355,N2,0.4501,0.7780,0.54
X-17335,CL2355,N2,0.9460,0.8528,0.84
X-17761,CL2355,N2,0.9503,0.8528,0.73
X-17877,CL2355,N2,0.2852,0.7780,0.23
X-18278,CL2355,N2,0.4041,0.7780,0.22
X-20100,CL2355,N2,0.1916,0.7780,0.13
X-20172,CL2355,N2,0.2672,0.7780,0.14
X-20716,CL2355,N2,0.1880,0.7780,0.41
X-20747,CL2355,N2,0.2867,0.7780,0.25
X-21353,CL2355,N2,0.6223,0.7794,1.07
X-21607,CL2355,N2,0.7062,0.7860,1.03
X-21796,CL2355,N2,0.8469,0.8280,1.07
X-22062,CL2355,N2,0.9088,0.8523,0.89
X-22776,CL2355,N2,0.7393,0.7924,1.23
X-23109,CL2355,N2,0.5124,0.7794,1.54
X-23587,CL2355,N2,0.6127,0.7794,0.67
X-23593,CL2355,N2,0.6600,0.7848,0.71
X-23639,CL2355,N2,0.5551,0.7794,0.58
X-23648,CL2355,N2,0.6897,0.7860,0.45
X-23654,CL2355,N2,0.2782,0.7780,0.64
X-23662,CL2355,N2,0.6512,0.7843,2.38
X-23672,CL2355,N2,0.4613,0.7780,0.69
X-23739,CL2355,N2,0.3572,0.7780,0.49
X-24243,CL2355,N2,0.5674,0.7794,0.34
X-24425,CL2355,N2,0.5974,0.7794,0.72
X-24456,CL2355,N2,0.1969,0.7780,0.68
X-24608,CL2355,N2,0.3944,0.7780,0.56
X-24697,CL2355,N2,0.4152,0.7780,0.87
X-24728,CL2355,N2,0.3820,0.7780,1.41
X-24729,CL2355,N2,0.4198,0.7780,0.36
X-24807,CL2355,N2,0.9367,0.8523,0.81
X-25004,CL2355,N2,0.3199,0.7780,0.48
X-25009,CL2355,N2,0.6299,0.7797,1.60
X-25026,CL2355,N2,0.9627,0.8528,0.91
X-25080,CL2355,N2,0.5441,0.7794,2.09
X-25102,CL2355,N2,0.4029,0.7780,0.54
X-25109,CL2355,N2,0.5930,0.7794,1.06
X-25111,CL2355,N2,0.6315,0.7797,0.62
X-25180,CL2355,N2,0.4336,0.7780,1.07
X-25551,CL2355,N2,0.9751,0.8528,0.75
X-25563,CL2355,N2,0.3184,0.7780,0.55
X-25594,CL2355,N2,0.9477,0.8528,1.01
X-25837,CL2355,N2,0.3513,0.7780,2.30
X-25936,CL2355,N2,0.1471,0.7780,0.34
X-25940,CL2355,N2,0.4354,0.7780,0.78
X-25948,CL2355,N2,0.7534,0.7961,0.85
X-25955,CL2355,N2,0.4065,0.7780,0.36
X-25984,CL2355,N2,0.7633,0.8004,0.90
X-26008,CL2355,N2,0.3994,0.7780,0.56
X-26094,CL2355,N2,0.4833,0.7794,0.78
X-26095,CL2355,N2,0.1627,0.7780,0.03
X-26127,CL2355,N2,0.4823,0.7794,0.90
glycine,GL405,N2,0.1871,0.5569,0.78
N-acetylglycine,GL405,N2,0.1506,0.5295,0.57
sarcosine,GL405,N2,0.1482,0.5235,0.30
dimethylglycine,GL405,N2,0.0385,0.3289,0.29
betaine,GL405,N2,0.8678,0.9504,0.90
betaine aldehyde,GL405,N2,0.0504,0.3633,1.06
serine,GL405,N2,0.3758,0.7504,1.32
N-acetylserine,GL405,N2,0.0447,0.3420,0.36
3-phosphoserine,GL405,N2,0.5706,0.8629,2.55
threonine,GL405,N2,0.3753,0.7504,0.77
N-acetylthreonine,GL405,N2,0.1257,0.5201,0.48
O-acetylhomoserine,GL405,N2,0.4587,0.8006,0.85
homoserine lactone,GL405,N2,0.5429,0.8560,0.72
alanine,GL405,N2,0.2474,0.6205,0.78
N-acetylalanine,GL405,N2,0.0772,0.4265,0.38
aspartate,GL405,N2,0.1938,0.5695,0.35
N-acetylaspartate (NAA),GL405,N2,0.1664,0.5318,0.61
asparagine,GL405,N2,0.8317,0.9504,2.74
N-acetylasparagine,GL405,N2,0.1680,0.5344,0.54
glutamate,GL405,N2,0.1466,0.5228,0.61
glutamine,GL405,N2,0.9971,0.9580,1.06
alpha-ketoglutaramate*,GL405,N2,0.3214,0.6975,0.62
N-acetylglutamate,GL405,N2,0.2355,0.6002,0.49
N-acetylglutamine,GL405,N2,0.1654,0.5318,0.46
4-hydroxyglutamate,GL405,N2,0.2949,0.6774,4.09
"glutamate, gamma-methyl ester",GL405,N2,0.1415,0.5224,0.29
S-1-pyrroline-5-carboxylate,GL405,N2,0.9698,0.9580,1.07
propionylglutamine,GL405,N2,0.6995,0.8928,1.16
histidine,GL405,N2,0.3207,0.6975,0.71
1-methylhistidine,GL405,N2,0.4518,0.7946,0.96
3-methylhistidine,GL405,N2,0.4732,0.8105,0.83
N-acetylhistidine,GL405,N2,0.9514,0.9580,0.97
N-acetyl-3-methylhistidine*,GL405,N2,0.0761,0.4265,0.48
N-acetyl-1-methylhistidine*,GL405,N2,0.1644,0.5318,0.74
trans-urocanate,GL405,N2,0.7600,0.9200,0.70
cis-urocanate,GL405,N2,0.4507,0.7946,0.54
imidazole propionate,GL405,N2,0.0207,0.2656,0.20
formiminoglutamate,GL405,N2,0.2050,0.5865,0.56
imidazole lactate,GL405,N2,0.0349,0.3289,0.48
1-methyl-5-imidazoleacetate,GL405,N2,0.8973,0.9542,0.99
1-ribosyl-imidazoleacetate*,GL405,N2,0.9943,0.9580,1.00
4-imidazoleacetate,GL405,N2,0.1573,0.5318,0.71
N-acetylhistamine,GL405,N2,0.8308,0.9504,0.96
histidine methyl ester,GL405,N2,0.8821,0.9504,1.19
lysine,GL405,N2,0.4250,0.7868,2.45
N2-acetyllysine,GL405,N2,0.3856,0.7576,0.69
N6-acetyllysine,GL405,N2,0.8810,0.9504,1.17
"N2,N6-diacetyllysine",GL405,N2,0.2832,0.6691,0.38
N6-methyllysine,GL405,N2,0.5867,0.8640,0.58
"N6,N6,N6-trimethyllysine",GL405,N2,0.4880,0.8157,1.23
"hydroxy-N6,N6,N6-trimethyllysine*",GL405,N2,0.0001,0.0325,3.49
5-hydroxylysine,GL405,N2,0.1365,0.5224,0.27
fructosyllysine,GL405,N2,0.1703,0.5360,3.17
saccharopine,GL405,N2,0.4720,0.8105,0.95
2-aminoadipate,GL405,N2,0.7583,0.9195,0.69
2-oxoadipate,GL405,N2,0.1411,0.5224,0.04
pipecolate,GL405,N2,0.3167,0.6975,0.44
6-oxopiperidine-2-carboxylate,GL405,N2,0.2029,0.5865,0.52
cadaverine,GL405,N2,0.0504,0.3633,0.77
N-acetyl-cadaverine,GL405,N2,0.4226,0.7868,1.89
5-aminovalerate,GL405,N2,0.6465,0.8816,0.55
"N,N,N-trimethyl-5-aminovalerate",GL405,N2,0.5073,0.8296,2.25
phenylalanine,GL405,N2,0.8821,0.9504,0.95
N-acetylphenylalanine,GL405,N2,0.6589,0.8855,0.54
phenylpyruvate,GL405,N2,0.0164,0.2280,0.19
phenyllactate (PLA),GL405,N2,0.2493,0.6230,0.77
phenethylamine,GL405,N2,0.0010,0.0932,0.20
phenylacetate,GL405,N2,0.0009,0.0932,0.07
2-hydroxyphenylacetate,GL405,N2,0.0690,0.4076,0.33
4-hydroxyphenylacetate,GL405,N2,0.0077,0.1918,0.09
tyrosine,GL405,N2,0.9680,0.9580,1.13
N-acetyltyrosine,GL405,N2,0.5224,0.8418,1.51
tyramine,GL405,N2,0.4898,0.8157,1.09
4-hydroxyphenylpyruvate,GL405,N2,0.0080,0.1918,0.27
homogentisate,GL405,N2,0.4429,0.7946,0.26
3-(4-hydroxyphenyl)lactate,GL405,N2,0.1465,0.5228,0.68
dopamine,GL405,N2,0.2122,0.5887,0.34
o-tyrosine,GL405,N2,0.5357,0.8506,0.76
O-methyltyrosine,GL405,N2,0.5729,0.8629,0.81
gentisate,GL405,N2,0.1447,0.5224,2.34
N-formylphenylalanine,GL405,N2,0.8927,0.9542,0.67
tryptophan,GL405,N2,0.8621,0.9504,0.95
N-acetyltryptophan,GL405,N2,0.9875,0.9580,1.04
C-glycosyltryptophan,GL405,N2,0.2736,0.6563,1.33
oxindolylalanine,GL405,N2,0.6710,0.8867,0.84
N-formylkynurenine,GL405,N2,0.1187,0.5107,0.56
kynurenine,GL405,N2,0.6644,0.8855,1.39
kynurenate,GL405,N2,0.3277,0.6975,0.26
N-formylanthranilic acid,GL405,N2,0.1799,0.5530,2.77
anthranilate,GL405,N2,0.4893,0.8157,1.37
picolinate,GL405,N2,0.1899,0.5626,0.72
N-acetylserotonin,GL405,N2,0.4513,0.7946,0.37
indolelactate,GL405,N2,0.1081,0.4875,0.77
indoleacetate,GL405,N2,0.0102,0.2002,0.05
tryptophol,GL405,N2,0.0047,0.1520,0.06
indole-3-carboxylate,GL405,N2,0.2324,0.5977,0.51
leucine,GL405,N2,0.9621,0.9580,1.06
N-acetylleucine,GL405,N2,0.1016,0.4697,0.43
4-methyl-2-oxopentanoate,GL405,N2,0.3948,0.7704,0.77
alpha-hydroxyisocaproate,GL405,N2,0.9983,0.9580,1.78
isovaleryl/2-methylbutyryl CoA,GL405,N2,0.4065,0.7739,0.21
isovalerate (i5:0),GL405,N2,0.8331,0.9504,1.47
isovalerylglycine,GL405,N2,0.5358,0.8506,0.76
isovalerylcarnitine (C5),GL405,N2,0.1705,0.5360,0.59
beta-hydroxyisovalerate,GL405,N2,0.6184,0.8705,0.74
beta-hydroxyisovaleroylcarnitine,GL405,N2,0.3231,0.6975,1.37
beta-hydroxyisovalerylglycine,GL405,N2,0.8057,0.9418,0.92
3-methylglutaconate,GL405,N2,0.1720,0.5360,0.47
isoleucine,GL405,N2,0.8049,0.9418,1.00
N-acetylisoleucine,GL405,N2,0.0366,0.3289,0.40
3-methyl-2-oxovalerate,GL405,N2,0.2564,0.6280,0.74
2-hydroxy-3-methylvalerate,GL405,N2,0.7665,0.9232,2.28
2-methylbutyrylcarnitine (C5),GL405,N2,0.9335,0.9542,1.04
tiglylcarnitine (C5:1-DC),GL405,N2,0.5539,0.8587,0.83
ethylmalonate,GL405,N2,0.4498,0.7946,0.98
methylsuccinate,GL405,N2,0.5475,0.8587,0.47
valine,GL405,N2,0.8777,0.9504,0.98
N-acetylvaline,GL405,N2,0.6874,0.8928,0.66
3-methyl-2-oxobutyrate,GL405,N2,0.2510,0.6235,0.58
alpha-hydroxyisovalerate,GL405,N2,0.8813,0.9504,1.72
isobutyrylcarnitine (C4),GL405,N2,0.4061,0.7739,0.75
3-hydroxyisobutyrate,GL405,N2,0.7636,0.9213,0.87
methionine,GL405,N2,0.6626,0.8855,0.93
N-acetylmethionine,GL405,N2,0.1297,0.5201,0.42
N-formylmethionine,GL405,N2,0.4609,0.8006,0.51
methionine sulfone,GL405,N2,0.8570,0.9504,1.57
methionine sulfoxide,GL405,N2,0.0818,0.4294,0.48
N-acetylmethionine sulfoxide,GL405,N2,0.0020,0.1117,0.26
S-adenosylmethionine (SAM),GL405,N2,0.0012,0.0956,90.50
S-adenosylhomocysteine (SAH),GL405,N2,0.1607,0.5318,4.28
"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",GL405,N2,0.1637,0.5318,0.54
2-hydroxy-4-(methylthio)butanoic acid,GL405,N2,0.5092,0.8296,1.85
cystathionine,GL405,N2,0.8454,0.9504,0.95
cysteine,GL405,N2,0.6131,0.8705,1.35
N-acetylcysteine,GL405,N2,0.6104,0.8705,0.69
S-methylcysteine,GL405,N2,0.7484,0.9119,0.93
S-methylcysteine sulfoxide,GL405,N2,0.5970,0.8669,0.75
cysteine s-sulfate,GL405,N2,0.8023,0.9417,0.65
cystine,GL405,N2,0.7498,0.9122,0.35
lanthionine,GL405,N2,0.0571,0.3808,0.56
hypotaurine,GL405,N2,0.8435,0.9504,0.89
taurine,GL405,N2,0.6130,0.8705,1.30
N-acetyltaurine,GL405,N2,0.3656,0.7380,0.57
3-sulfo-alanine,GL405,N2,0.8573,0.9504,0.96
cyano-alanine,GL405,N2,0.6466,0.8816,1.57
arginine,GL405,N2,0.8748,0.9504,0.96
argininosuccinate,GL405,N2,0.9436,0.9564,1.39
urea,GL405,N2,0.0434,0.3420,0.28
ornithine,GL405,N2,0.6381,0.8784,1.35
3-amino-2-piperidone,GL405,N2,0.0885,0.4425,0.35
2-oxoarginine*,GL405,N2,0.4830,0.8157,0.71
citrulline,GL405,N2,0.9022,0.9542,0.80
homoarginine,GL405,N2,0.1302,0.5201,0.24
homocitrulline,GL405,N2,0.9411,0.9564,0.57
proline,GL405,N2,0.1620,0.5318,0.65
dimethylarginine (SDMA + ADMA),GL405,N2,0.1830,0.5546,0.64
N-acetylarginine,GL405,N2,0.1617,0.5318,0.63
N-delta-acetylornithine,GL405,N2,0.5872,0.8640,1.26
trans-4-hydroxyproline,GL405,N2,0.8301,0.9504,0.52
pro-hydroxy-pro,GL405,N2,0.5843,0.8640,0.77
N-methylproline,GL405,N2,0.6738,0.8889,0.81
N-monomethylarginine,GL405,N2,0.3296,0.6975,1.32
argininate*,GL405,N2,0.7134,0.8928,0.85
creatine,GL405,N2,0.8353,0.9504,0.90
agmatine,GL405,N2,0.2294,0.5977,0.74
acetylagmatine,GL405,N2,0.8975,0.9542,1.10
putrescine,GL405,N2,0.8951,0.9542,0.94
N-acetylputrescine,GL405,N2,0.3232,0.6975,2.79
N-carbamoylputrescine,GL405,N2,0.5830,0.8640,1.18
isoputreanine,GL405,N2,0.9271,0.9542,1.00
N-acetyl-isoputreanine,GL405,N2,0.9071,0.9542,0.84
spermidine,GL405,N2,0.2764,0.6568,1.59
N('1)-acetylspermidine,GL405,N2,0.7059,0.8928,0.85
diacetylspermidine*,GL405,N2,0.9416,0.9564,1.28
spermine,GL405,N2,0.0251,0.2886,8.19
N(1)-acetylspermine,GL405,N2,0.0087,0.1918,5.60
"N1,N12-diacetylspermine",GL405,N2,0.1569,0.5318,4.98
S-adenosylmethioninamine,GL405,N2,0.2524,0.6245,5.04
5-methylthioadenosine (MTA),GL405,N2,0.0539,0.3703,3.59
4-acetamidobutanoate,GL405,N2,0.5493,0.8587,0.74
4-guanidinobutanoate,GL405,N2,0.0285,0.2910,17.96
"glutathione, reduced (GSH)",GL405,N2,0.9654,0.9580,1.12
"glutathione, oxidized (GSSG)",GL405,N2,0.3510,0.7223,2.31
cysteine-glutathione disulfide,GL405,N2,0.9112,0.9542,0.92
cysteinylglycine,GL405,N2,0.2052,0.5865,0.52
cysteinylglycine disulfide*,GL405,N2,0.3389,0.7055,0.17
5-oxoproline,GL405,N2,0.1189,0.5107,2.03
2-hydroxybutyrate/2-hydroxyisobutyrate,GL405,N2,0.8310,0.9504,1.13
ophthalmate,GL405,N2,0.5360,0.8506,1.52
"S-(1,2-dicarboxyethyl)glutathione",GL405,N2,0.1420,0.5224,1.89
CoA-glutathione*,GL405,N2,0.0408,0.3336,4.17
gamma-glutamylalanine,GL405,N2,0.9825,0.9580,1.23
gamma-glutamylcysteine,GL405,N2,0.7177,0.8953,1.38
gamma-glutamylglutamate,GL405,N2,0.0575,0.3808,0.36
gamma-glutamylglutamine,GL405,N2,0.6017,0.8686,0.55
gamma-glutamylglycine,GL405,N2,0.1632,0.5318,0.41
gamma-glutamylhistidine,GL405,N2,0.0409,0.3336,0.20
gamma-glutamylisoleucine*,GL405,N2,0.2613,0.6358,5.22
gamma-glutamylleucine,GL405,N2,0.1345,0.5224,5.10
gamma-glutamyl-alpha-lysine,GL405,N2,0.9068,0.9542,1.08
gamma-glutamylmethionine,GL405,N2,0.2126,0.5887,7.88
gamma-glutamylphenylalanine,GL405,N2,0.2405,0.6051,6.91
gamma-glutamylthreonine,GL405,N2,0.0091,0.1918,0.18
gamma-glutamyltyrosine,GL405,N2,0.8919,0.9542,1.15
gamma-glutamylvaline,GL405,N2,0.3086,0.6893,4.68
gamma-glutamylserine,GL405,N2,0.0531,0.3703,0.29
gamma-glutamylcitrulline*,GL405,N2,0.2311,0.5977,0.06
leucylhydroxyproline*,GL405,N2,0.4846,0.8157,1.37
alanylleucine,GL405,N2,0.2910,0.6769,0.36
cyclo(gly-pro),GL405,N2,0.0557,0.3753,0.45
glycylisoleucine,GL405,N2,0.2257,0.5977,0.33
glycylleucine,GL405,N2,0.1858,0.5569,0.32
glycylvaline,GL405,N2,0.2312,0.5977,0.36
histidylalanine,GL405,N2,0.0998,0.4671,0.34
isoleucylglycine,GL405,N2,0.2896,0.6769,0.65
leucylalanine,GL405,N2,0.0672,0.4076,0.24
leucylglycine,GL405,N2,0.0932,0.4554,0.31
lysylleucine,GL405,N2,0.7072,0.8928,0.97
phenylalanylalanine,GL405,N2,0.2088,0.5887,0.45
phenylalanylglycine,GL405,N2,0.2369,0.6002,0.48
phenylalanylhydroxyproline*,GL405,N2,0.0111,0.2003,8.45
prolylglycine,GL405,N2,0.9834,0.9580,1.06
threonylphenylalanine,GL405,N2,0.3322,0.6975,0.48
tyrosylglycine,GL405,N2,0.4241,0.7868,0.64
valylglutamine,GL405,N2,0.2876,0.6753,0.45
valylglycine,GL405,N2,0.3506,0.7223,0.63
valylleucine,GL405,N2,0.3983,0.7733,0.46
leucylglutamine*,GL405,N2,0.5622,0.8625,0.70
alanyl-glutamyl-meso-diaminopimelate,GL405,N2,0.0363,0.3289,0.10
phenylacetylcarnitine,GL405,N2,0.0495,0.3633,0.64
phenylacetylglutamine,GL405,N2,0.9243,0.9542,1.65
"N,N-dimethyl-pro-pro",GL405,N2,0.0266,0.2899,0.71
"1,5-anhydroglucitol (1,5-AG)",GL405,N2,0.7959,0.9402,0.93
glucose,GL405,N2,0.1776,0.5482,2.39
glucose 6-phosphate,GL405,N2,0.3304,0.6975,1.97
"fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates",GL405,N2,0.9587,0.9580,0.95
dihydroxyacetone phosphate (DHAP),GL405,N2,0.9128,0.9542,0.95
2-phosphoglycerate,GL405,N2,0.9300,0.9542,1.13
3-phosphoglycerate,GL405,N2,0.8087,0.9418,1.19
phosphoenolpyruvate (PEP),GL405,N2,0.7954,0.9402,1.17
pyruvate,GL405,N2,0.0456,0.3420,0.09
lactate,GL405,N2,0.0216,0.2689,0.52
glycerate,GL405,N2,0.0767,0.4265,0.42
6-phosphogluconate,GL405,N2,0.8746,0.9504,1.07
ribose 1-phosphate,GL405,N2,0.2300,0.5977,0.39
sedoheptulose-7-phosphate,GL405,N2,0.9229,0.9542,1.06
ribose,GL405,N2,0.6920,0.8928,0.24
ribitol,GL405,N2,0.1435,0.5224,0.48
ribonate,GL405,N2,0.0033,0.1343,0.01
arabitol/xylitol,GL405,N2,0.2114,0.5887,0.69
arabonate/xylonate,GL405,N2,0.1113,0.4925,0.21
sedoheptulose,GL405,N2,0.9890,0.9580,0.45
lyxonate,GL405,N2,0.9177,0.9542,1.16
maltotetraose,GL405,N2,0.5658,0.8625,0.62
maltotriose,GL405,N2,0.7245,0.8987,1.26
maltose,GL405,N2,0.6918,0.8928,0.84
lactobionate,GL405,N2,0.0730,0.4160,0.06
trehalose,GL405,N2,0.2232,0.5966,2.16
trehalose 6-phosphate,GL405,N2,0.3071,0.6881,2.98
mannitol/sorbitol,GL405,N2,0.8613,0.9504,0.97
mannose,GL405,N2,0.8426,0.9504,1.13
galactitol (dulcitol),GL405,N2,0.1239,0.5171,2.18
UDP-glucose,GL405,N2,0.3219,0.6975,0.28
UDP-galactose,GL405,N2,0.6214,0.8722,2.23
UDP-glucuronate,GL405,N2,0.9289,0.9542,1.07
UDP-N-acetylglucosamine/galactosamine,GL405,N2,0.4991,0.8222,1.48
deoxythymidine diphosphate-rhamnose,GL405,N2,0.0967,0.4554,0.21
glucosamine-6-phosphate,GL405,N2,0.2554,0.6275,1.94
glucuronate,GL405,N2,0.0961,0.4554,1.73
diacetylchitobiose,GL405,N2,0.9161,0.9542,0.93
N-acetylglucosamine 6-phosphate,GL405,N2,0.3478,0.7198,1.71
N-acetyl-glucosamine 1-phosphate,GL405,N2,0.1591,0.5318,2.02
N-acetylmuramate,GL405,N2,0.2665,0.6440,0.20
N-acetylglucosaminylasparagine,GL405,N2,0.2328,0.5977,1.42
erythronate*,GL405,N2,0.0925,0.4554,0.58
N-acetylglucosamine/N-acetylgalactosamine,GL405,N2,0.8590,0.9504,0.89
N6-carboxymethyllysine,GL405,N2,0.7513,0.9125,1.26
citrate,GL405,N2,0.6665,0.8855,1.17
aconitate [cis or trans],GL405,N2,0.4602,0.8006,0.28
isocitrate,GL405,N2,0.5384,0.8508,0.54
alpha-ketoglutarate,GL405,N2,0.1227,0.5157,0.23
succinylcarnitine (C4-DC),GL405,N2,0.0091,0.1918,0.32
succinate,GL405,N2,0.5650,0.8625,0.68
fumarate,GL405,N2,0.9801,0.9580,0.79
