metabolites,numerator,denominator,p-value,q-value,FC
asparagine,GL405,N2,0.0092,0.0610,19.40
N-acetylasparagine,GL405,N2,0.4388,0.3789,0.72
glutamate,GL405,N2,0.5582,0.4177,1.17
glutamine,GL405,N2,0.0851,0.1771,4.38
alpha-ketoglutaramate*,GL405,N2,0.6223,0.4351,1.21
N-acetylglutamate,GL405,N2,0.0300,0.1034,0.24
N-acetylglutamine,GL405,N2,0.3987,0.3618,0.58
4-hydroxyglutamate,GL405,N2,0.2418,0.2717,2.87
"glutamate, gamma-methyl ester",GL405,N2,0.4211,0.3715,0.45
S-1-pyrroline-5-carboxylate,GL405,N2,0.2255,0.2655,1.69
propionylglutamine,GL405,N2,0.9859,0.5389,1.08
histidine,GL405,N2,0.2308,0.2666,1.49
1-methylhistidine,GL405,N2,0.5682,0.4177,0.78
3-methylhistidine,GL405,N2,0.4378,0.3789,0.74
N-acetylhistidine,GL405,N2,0.4405,0.3789,1.39
N-acetyl-3-methylhistidine*,GL405,N2,0.1563,0.2227,0.50
N-acetyl-1-methylhistidine*,GL405,N2,0.6762,0.4493,0.79
trans-urocanate,GL405,N2,0.6519,0.4409,1.11
cis-urocanate,GL405,N2,0.7264,0.4627,0.95
imidazole propionate,GL405,N2,0.2389,0.2717,0.60
formiminoglutamate,GL405,N2,0.5580,0.4177,0.87
imidazole lactate,GL405,N2,0.0005,0.0374,0.30
1-methyl-5-imidazoleacetate,GL405,N2,0.5152,0.4066,0.83
1-ribosyl-imidazoleacetate*,GL405,N2,0.2954,0.3028,1.52
4-imidazoleacetate,GL405,N2,0.4367,0.3789,1.28
N-acetylhistamine,GL405,N2,0.7855,0.4801,1.22
histidine methyl ester,GL405,N2,0.2749,0.2938,0.59
lysine,GL405,N2,0.0521,0.1341,13.29
N2-acetyllysine,GL405,N2,0.1064,0.1897,2.00
N6-acetyllysine,GL405,N2,0.1550,0.2227,3.36
"N2,N6-diacetyllysine",GL405,N2,0.6636,0.4453,0.61
N6-methyllysine,GL405,N2,0.4285,0.3756,2.23
"N6,N6,N6-trimethyllysine",GL405,N2,0.3430,0.3355,1.34
"hydroxy-N6,N6,N6-trimethyllysine*",GL405,N2,0.0003,0.0374,3.04
5-hydroxylysine,GL405,N2,0.4251,0.3735,1.66
fructosyllysine,GL405,N2,0.2157,0.2595,2.06
saccharopine,GL405,N2,0.8531,0.5007,0.93
2-aminoadipate,GL405,N2,0.6857,0.4497,0.97
2-oxoadipate,GL405,N2,0.3081,0.3104,1.84
pipecolate,GL405,N2,0.5156,0.4066,0.59
6-oxopiperidine-2-carboxylate,GL405,N2,0.9574,0.5258,1.05
cadaverine,GL405,N2,0.1368,0.2116,2.36
N-acetyl-cadaverine,GL405,N2,0.3064,0.3102,4.83
5-aminovalerate,GL405,N2,0.6169,0.4328,1.59
"N,N,N-trimethyl-5-aminovalerate",GL405,N2,0.3902,0.3570,2.96
phenylalanine,GL405,N2,0.1142,0.1942,1.85
N-acetylphenylalanine,GL405,N2,0.1691,0.2306,3.65
phenylpyruvate,GL405,N2,0.4648,0.3882,2.37
phenyllactate (PLA),GL405,N2,0.0665,0.1547,0.30
phenethylamine,GL405,N2,0.8499,0.5006,1.11
phenylacetate,GL405,N2,0.0747,0.1656,0.33
2-hydroxyphenylacetate,GL405,N2,0.0223,0.0935,0.11
4-hydroxyphenylacetate,GL405,N2,0.6883,0.4497,0.91
tyrosine,GL405,N2,0.1606,0.2242,1.62
N-acetyltyrosine,GL405,N2,0.0631,0.1519,3.85
tyramine,GL405,N2,0.7005,0.4545,1.06
4-hydroxyphenylpyruvate,GL405,N2,0.9349,0.5210,1.32
homogentisate,GL405,N2,0.0240,0.0960,20.81
3-(4-hydroxyphenyl)lactate,GL405,N2,0.0678,0.1547,0.39
dopamine,GL405,N2,0.3042,0.3091,0.48
o-tyrosine,GL405,N2,0.1356,0.2116,2.00
O-methyltyrosine,GL405,N2,0.6337,0.4357,0.82
gentisate,GL405,N2,0.2887,0.2985,2.15
N-formylphenylalanine,GL405,N2,0.0246,0.0960,3.02
tryptophan,GL405,N2,0.1985,0.2541,1.53
N-acetyltryptophan,GL405,N2,0.0343,0.1089,8.13
C-glycosyltryptophan,GL405,N2,0.0277,0.0997,1.58
oxindolylalanine,GL405,N2,0.0532,0.1362,0.49
N-formylkynurenine,GL405,N2,0.3505,0.3372,0.65
kynurenine,GL405,N2,0.0953,0.1829,4.07
kynurenate,GL405,N2,0.2296,0.2666,2.89
N-formylanthranilic acid,GL405,N2,0.0008,0.0374,5.85
anthranilate,GL405,N2,0.2023,0.2565,1.95
picolinate,GL405,N2,0.6344,0.4357,1.16
N-acetylserotonin,GL405,N2,0.1271,0.2058,0.28
indolelactate,GL405,N2,0.0026,0.0449,0.21
indoleacetate,GL405,N2,0.1838,0.2443,0.26
tryptophol,GL405,N2,0.1396,0.2136,0.35
indole-3-carboxylate,GL405,N2,0.4666,0.3882,1.19
leucine,GL405,N2,0.1122,0.1939,1.98
N-acetylleucine,GL405,N2,0.5062,0.4029,0.68
4-methyl-2-oxopentanoate,GL405,N2,0.2708,0.2924,2.25
alpha-hydroxyisocaproate,GL405,N2,0.5856,0.4259,0.73
isovaleryl/2-methylbutyryl CoA,GL405,N2,0.9501,0.5232,0.70
isovalerate (i5:0),GL405,N2,0.1190,0.1990,2.36
isovalerylglycine,GL405,N2,0.5087,0.4038,0.77
isovalerylcarnitine (C5),GL405,N2,0.7123,0.4589,1.06
beta-hydroxyisovalerate,GL405,N2,0.8569,0.5007,1.09
beta-hydroxyisovaleroylcarnitine,GL405,N2,0.1075,0.1901,1.70
beta-hydroxyisovalerylglycine,GL405,N2,0.4118,0.3711,1.71
3-methylglutaconate,GL405,N2,0.2323,0.2673,0.50
isoleucine,GL405,N2,0.2378,0.2717,1.61
N-acetylisoleucine,GL405,N2,0.0663,0.1547,0.45
3-methyl-2-oxovalerate,GL405,N2,0.4434,0.3791,1.82
2-hydroxy-3-methylvalerate,GL405,N2,0.1848,0.2443,0.42
2-methylbutyrylcarnitine (C5),GL405,N2,0.3636,0.3434,0.77
tiglylcarnitine (C5:1-DC),GL405,N2,0.2795,0.2964,0.59
ethylmalonate,GL405,N2,0.0641,0.1519,0.41
methylsuccinate,GL405,N2,0.8127,0.4875,0.51
valine,GL405,N2,0.3612,0.3420,1.62
N-acetylvaline,GL405,N2,0.5734,0.4193,1.27
3-methyl-2-oxobutyrate,GL405,N2,0.5017,0.4021,1.62
alpha-hydroxyisovalerate,GL405,N2,0.1050,0.1893,0.46
isobutyrylcarnitine (C4),GL405,N2,0.3269,0.3235,0.69
3-hydroxyisobutyrate,GL405,N2,0.7852,0.4801,0.92
methionine,GL405,N2,0.0834,0.1765,2.26
N-acetylmethionine,GL405,N2,0.0484,0.1296,3.04
N-formylmethionine,GL405,N2,0.0499,0.1301,3.93
methionine sulfone,GL405,N2,0.6454,0.4387,0.75
methionine sulfoxide,GL405,N2,0.3477,0.3366,0.67
N-acetylmethionine sulfoxide,GL405,N2,0.4885,0.3972,1.51
S-adenosylmethionine (SAM),GL405,N2,0.0011,0.0402,84.34
S-adenosylhomocysteine (SAH),GL405,N2,0.1006,0.1860,12.07
"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",GL405,N2,0.6816,0.4497,0.84
2-hydroxy-4-(methylthio)butanoic acid,GL405,N2,0.9347,0.5210,1.14
cystathionine,GL405,N2,0.5093,0.4038,1.57
cysteine,GL405,N2,0.0882,0.1786,2.43
N-acetylcysteine,GL405,N2,0.0673,0.1547,3.06
S-methylcysteine,GL405,N2,0.0025,0.0449,0.08
S-methylcysteine sulfoxide,GL405,N2,0.0172,0.0830,0.06
cysteine s-sulfate,GL405,N2,0.8635,0.5029,0.48
cystine,GL405,N2,0.1964,0.2537,0.29
lanthionine,GL405,N2,0.1319,0.2084,0.62
hypotaurine,GL405,N2,0.7838,0.4801,1.24
taurine,GL405,N2,0.9209,0.5195,0.97
N-acetyltaurine,GL405,N2,0.1235,0.2033,0.36
3-sulfo-alanine,GL405,N2,0.6151,0.4328,3.06
cyano-alanine,GL405,N2,0.2778,0.2954,0.34
arginine,GL405,N2,0.0569,0.1416,1.77
argininosuccinate,GL405,N2,0.5475,0.4165,0.76
urea,GL405,N2,0.0035,0.0458,0.11
ornithine,GL405,N2,0.0302,0.1034,3.72
3-amino-2-piperidone,GL405,N2,0.6828,0.4497,1.23
2-oxoarginine*,GL405,N2,0.0859,0.1771,2.51
citrulline,GL405,N2,0.2439,0.2718,2.26
homoarginine,GL405,N2,0.3482,0.3366,0.55
homocitrulline,GL405,N2,0.6336,0.4357,0.87
proline,GL405,N2,0.3466,0.3366,1.37
dimethylarginine (SDMA + ADMA),GL405,N2,0.0879,0.1786,1.48
N-acetylarginine,GL405,N2,0.6571,0.4423,1.16
N-delta-acetylornithine,GL405,N2,0.7667,0.4766,1.12
trans-4-hydroxyproline,GL405,N2,0.2865,0.2970,2.37
pro-hydroxy-pro,GL405,N2,0.1298,0.2062,3.68
N-methylproline,GL405,N2,0.9319,0.5210,1.03
N-monomethylarginine,GL405,N2,0.0151,0.0763,2.12
argininate*,GL405,N2,0.7809,0.4801,1.25
creatine,GL405,N2,0.4951,0.4002,0.53
agmatine,GL405,N2,0.5301,0.4113,1.31
acetylagmatine,GL405,N2,0.8026,0.4852,1.65
putrescine,GL405,N2,0.9377,0.5210,0.95
N-acetylputrescine,GL405,N2,0.7412,0.4664,2.38
N-carbamoylputrescine,GL405,N2,0.2735,0.2938,4.68
isoputreanine,GL405,N2,0.3085,0.3104,3.14
N-acetyl-isoputreanine,GL405,N2,0.5927,0.4259,1.92
spermidine,GL405,N2,0.0172,0.0830,2.66
N('1)-acetylspermidine,GL405,N2,0.1850,0.2443,2.14
diacetylspermidine*,GL405,N2,0.6042,0.4316,1.47
spermine,GL405,N2,0.0012,0.0403,15.69
N(1)-acetylspermine,GL405,N2,0.0259,0.0982,4.15
"N1,N12-diacetylspermine",GL405,N2,0.0248,0.0960,9.92
S-adenosylmethioninamine,GL405,N2,0.0029,0.0449,20.87
5-methylthioadenosine (MTA),GL405,N2,0.0034,0.0449,6.28
4-acetamidobutanoate,GL405,N2,0.3880,0.3560,1.61
4-guanidinobutanoate,GL405,N2,0.0028,0.0449,33.48
"glutathione, reduced (GSH)",GL405,N2,0.1529,0.2223,3.87
"glutathione, oxidized (GSSG)",GL405,N2,0.0494,0.1296,6.64
cysteine-glutathione disulfide,GL405,N2,0.5886,0.4259,1.78
cysteinylglycine,GL405,N2,0.8190,0.4875,1.14
cysteinylglycine disulfide*,GL405,N2,0.1278,0.2058,0.24
5-oxoproline,GL405,N2,0.0076,0.0610,5.45
2-hydroxybutyrate/2-hydroxyisobutyrate,GL405,N2,0.7701,0.4780,1.28
ophthalmate,GL405,N2,0.4165,0.3711,2.13
"S-(1,2-dicarboxyethyl)glutathione",GL405,N2,0.1687,0.2306,1.68
CoA-glutathione*,GL405,N2,0.2413,0.2717,2.33
gamma-glutamylalanine,GL405,N2,0.1906,0.2494,1.58
gamma-glutamylcysteine,GL405,N2,0.0922,0.1822,7.90
gamma-glutamylglutamate,GL405,N2,0.2958,0.3028,0.49
gamma-glutamylglutamine,GL405,N2,0.6110,0.4328,0.97
gamma-glutamylglycine,GL405,N2,0.8959,0.5153,0.73
gamma-glutamylhistidine,GL405,N2,0.1655,0.2279,0.20
gamma-glutamylisoleucine*,GL405,N2,0.2102,0.2579,4.47
gamma-glutamylleucine,GL405,N2,0.1165,0.1962,3.74
gamma-glutamyl-alpha-lysine,GL405,N2,0.2214,0.2636,2.50
gamma-glutamylmethionine,GL405,N2,0.1630,0.2253,6.87
gamma-glutamylphenylalanine,GL405,N2,0.0278,0.0997,18.53
gamma-glutamylthreonine,GL405,N2,0.0855,0.1771,0.24
gamma-glutamyltyrosine,GL405,N2,0.4762,0.3926,1.52
gamma-glutamylvaline,GL405,N2,0.2153,0.2595,4.81
gamma-glutamylserine,GL405,N2,0.0858,0.1771,0.36
gamma-glutamylcitrulline*,GL405,N2,0.2547,0.2816,0.05
leucylhydroxyproline*,GL405,N2,0.7358,0.4658,0.92
alanylleucine,GL405,N2,0.0446,0.1242,7.56
cyclo(gly-pro),GL405,N2,0.9002,0.5163,0.93
glycylisoleucine,GL405,N2,0.0493,0.1296,6.05
glycylleucine,GL405,N2,0.0574,0.1416,5.26
glycylvaline,GL405,N2,0.0572,0.1416,5.06
histidylalanine,GL405,N2,0.0092,0.0610,10.06
isoleucylglycine,GL405,N2,0.1233,0.2033,3.32
leucylalanine,GL405,N2,0.0180,0.0847,6.14
leucylglycine,GL405,N2,0.0570,0.1416,4.53
lysylleucine,GL405,N2,0.0091,0.0610,36.39
phenylalanylalanine,GL405,N2,0.0073,0.0610,8.21
phenylalanylglycine,GL405,N2,0.0031,0.0449,8.04
phenylalanylhydroxyproline*,GL405,N2,0.2728,0.2938,3.49
prolylglycine,GL405,N2,0.0404,0.1154,3.24
threonylphenylalanine,GL405,N2,0.0145,0.0763,9.81
tyrosylglycine,GL405,N2,0.0045,0.0500,6.83
valylglutamine,GL405,N2,0.1023,0.1860,4.63
valylglycine,GL405,N2,0.0950,0.1829,3.27
valylleucine,GL405,N2,0.1113,0.1932,9.47
leucylglutamine*,GL405,N2,0.1279,0.2058,5.39
alanyl-glutamyl-meso-diaminopimelate,GL405,N2,0.0057,0.0551,0.01
phenylacetylcarnitine,GL405,N2,0.0092,0.0610,0.06
phenylacetylglutamine,GL405,N2,0.4160,0.3711,1.56
"N,N-dimethyl-pro-pro",GL405,N2,0.4443,0.3791,0.90
"1,5-anhydroglucitol (1,5-AG)",GL405,N2,0.4561,0.3852,0.82
glucose,GL405,N2,0.0231,0.0947,3.60
glucose 6-phosphate,GL405,N2,0.2113,0.2584,2.04
"fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates",GL405,N2,0.3103,0.3116,0.58
dihydroxyacetone phosphate (DHAP),GL405,N2,0.3559,0.3400,0.65
2-phosphoglycerate,GL405,N2,0.1505,0.2212,3.43
3-phosphoglycerate,GL405,N2,0.0289,0.1014,5.51
phosphoenolpyruvate (PEP),GL405,N2,0.0381,0.1126,6.60
pyruvate,GL405,N2,0.7826,0.4801,1.11
lactate,GL405,N2,0.2555,0.2818,0.74
glycerate,GL405,N2,0.2568,0.2825,0.51
6-phosphogluconate,GL405,N2,0.0258,0.0982,3.36
ribose 1-phosphate,GL405,N2,0.6809,0.4497,1.12
sedoheptulose-7-phosphate,GL405,N2,0.0043,0.0500,2.98
ribose,GL405,N2,0.5625,0.4177,0.71
ribitol,GL405,N2,0.3781,0.3500,0.65
ribonate,GL405,N2,0.0045,0.0500,0.03
arabitol/xylitol,GL405,N2,0.1274,0.2058,0.63
arabonate/xylonate,GL405,N2,0.0110,0.0654,0.11
sedoheptulose,GL405,N2,0.2091,0.2579,0.34
lyxonate,GL405,N2,0.8912,0.5132,1.12
maltotetraose,GL405,N2,0.0898,0.1790,0.15
maltotriose,GL405,N2,0.6975,0.4533,0.66
maltose,GL405,N2,0.1987,0.2541,1.15
lactobionate,GL405,N2,0.0091,0.0610,0.03
trehalose,GL405,N2,0.2468,0.2743,3.78
trehalose 6-phosphate,GL405,N2,0.6680,0.4462,0.89
mannitol/sorbitol,GL405,N2,0.9123,0.5185,0.96
mannose,GL405,N2,0.8573,0.5007,1.01
galactitol (dulcitol),GL405,N2,0.7170,0.4604,1.28
UDP-glucose,GL405,N2,0.7213,0.4618,1.55
UDP-galactose,GL405,N2,0.0923,0.1822,5.45
UDP-glucuronate,GL405,N2,0.6544,0.4414,0.61
UDP-N-acetylglucosamine/galactosamine,GL405,N2,0.1456,0.2164,2.97
deoxythymidine diphosphate-rhamnose,GL405,N2,0.2090,0.2579,0.40
glucosamine-6-phosphate,GL405,N2,0.1168,0.1962,2.45
glucuronate,GL405,N2,0.0039,0.0476,3.18
diacetylchitobiose,GL405,N2,0.3475,0.3366,2.19
N-acetylglucosamine 6-phosphate,GL405,N2,0.1449,0.2164,1.98
N-acetyl-glucosamine 1-phosphate,GL405,N2,0.0736,0.1640,4.39
N-acetylmuramate,GL405,N2,0.3125,0.3123,0.28
N-acetylglucosaminylasparagine,GL405,N2,0.9063,0.5171,0.95
erythronate*,GL405,N2,0.6788,0.4497,0.88
N-acetylglucosamine/N-acetylgalactosamine,GL405,N2,0.7173,0.4604,1.11
N6-carboxymethyllysine,GL405,N2,0.9229,0.5199,1.06
citrate,GL405,N2,0.5562,0.4177,1.40
aconitate [cis or trans],GL405,N2,0.5425,0.4147,0.51
isocitrate,GL405,N2,0.3664,0.3437,0.55
alpha-ketoglutarate,GL405,N2,0.1395,0.2136,2.60
succinylcarnitine (C4-DC),GL405,N2,0.4667,0.3882,0.78
succinate,GL405,N2,0.5360,0.4131,1.48
fumarate,GL405,N2,0.7632,0.4759,0.59
malate,GL405,N2,0.4414,0.3789,0.74
2-methylcitrate/homocitrate,GL405,N2,0.0967,0.1830,0.42
phosphate,GL405,N2,0.2664,0.2893,1.71
acetyl CoA,GL405,N2,0.0458,0.1266,0.28
butyrate/isobutyrate (4:0),GL405,N2,0.1548,0.2227,1.86
caprate (10:0),GL405,N2,0.9536,0.5244,0.97
cis-4-decenoate (10:1n6)*,GL405,N2,0.0389,0.1131,0.16
10-undecenoate (11:1n1),GL405,N2,0.5421,0.4147,0.61
laurate (12:0),GL405,N2,0.6670,0.4462,0.83
5-dodecenoate (12:1n7),GL405,N2,0.2074,0.2579,0.43
myristate (14:0),GL405,N2,0.5349,0.4130,0.67
stearate (18:0),GL405,N2,0.5317,0.4113,1.24
nonadecanoate (19:0),GL405,N2,0.6747,0.4491,1.07
arachidate (20:0),GL405,N2,0.9890,0.5389,0.78
behenate (22:0)*,GL405,N2,0.2134,0.2594,0.10
myristoleate (14:1n5),GL405,N2,0.0202,0.0888,0.27
palmitoleate (16:1n7),GL405,N2,0.9637,0.5286,0.75
oleate/vaccenate (18:1),GL405,N2,0.8686,0.5038,0.78
eicosenoate (20:1),GL405,N2,0.4808,0.3940,0.52
erucate (22:1n9),GL405,N2,0.1780,0.2412,0.33
tetradecadienoate (14:2)*,GL405,N2,0.0080,0.0610,0.08
hexadecatrienoate (16:3n3),GL405,N2,0.7500,0.4699,0.74
heptadecatrienoate (17:3)*,GL405,N2,0.6108,0.4328,1.10
stearidonate (18:4n3),GL405,N2,0.7059,0.4566,1.05
eicosapentaenoate (EPA; 20:5n3),GL405,N2,0.7919,0.4801,0.97
docosapentaenoate (n3 DPA; 22:5n3),GL405,N2,0.8779,0.5077,0.77
docosatrienoate (22:3n3),GL405,N2,0.1823,0.2438,0.31
hexadecadienoate (16:2n6),GL405,N2,0.7295,0.4640,0.71
linoleate (18:2n6),GL405,N2,0.3784,0.3500,0.50
linolenate [alpha or gamma; (18:3n3 or 6)],GL405,N2,0.5774,0.4210,1.07
dihomo-linoleate (20:2n6),GL405,N2,0.0676,0.1547,0.28
dihomo-linolenate (20:3n3 or n6),GL405,N2,0.7489,0.4699,0.96
arachidonate (20:4n6),GL405,N2,0.0957,0.1829,1.49
docosadienoate (22:2n6),GL405,N2,0.1523,0.2223,0.37
(12 or 13)-methylmyristate (a15:0 or i15:0),GL405,N2,0.5581,0.4177,1.09
(14 or 15)-methylpalmitate (a17:0 or i17:0),GL405,N2,0.7312,0.4643,0.69
(16 or 17)-methylstearate (a19:0 or i19:0),GL405,N2,0.3775,0.3500,1.61
glutarate (C5-DC),GL405,N2,0.9485,0.5230,1.02
2-hydroxyglutarate,GL405,N2,0.4681,0.3882,1.24
3-hydroxyadipate,GL405,N2,0.2856,0.2970,1.34
maleate,GL405,N2,0.1991,0.2541,0.43
suberate (C8-DC),GL405,N2,0.6238,0.4355,0.71
azelate (C9-DC),GL405,N2,0.9266,0.5210,1.03
sebacate (C10-DC),GL405,N2,0.0319,0.1048,3.00
dodecanedioate (C12-DC),GL405,N2,0.6357,0.4357,0.86
dodecadienoate (12:2)*,GL405,N2,0.1210,0.2007,0.34
tetradecanedioate (C14-DC),GL405,N2,0.8554,0.5007,1.06
hexadecanedioate (C16-DC),GL405,N2,0.5015,0.4021,0.80
hexadecenedioate (C16:1-DC)*,GL405,N2,0.8902,0.5132,1.04
octadecanedioate (C18-DC),GL405,N2,0.7107,0.4589,0.82
octadecenedioate (C18:1-DC),GL405,N2,0.1286,0.2058,0.54
octadecadienedioate (C18:2-DC)*,GL405,N2,0.3836,0.3534,0.61
nonadecanedioate (C19-DC),GL405,N2,0.4364,0.3789,0.66
propionylcarnitine (C3),GL405,N2,0.2827,0.2970,0.59
methylmalonate (MMA),GL405,N2,0.3502,0.3372,1.02
acetylcarnitine (C2),GL405,N2,0.3525,0.3380,0.59
octanoylcarnitine (C8),GL405,N2,0.1527,0.2223,1.69
"cis-3,4-methyleneheptanoylcarnitine",GL405,N2,0.5567,0.4177,1.20
pentadecanoylcarnitine (C15)*,GL405,N2,0.7768,0.4798,0.79
palmitoylcarnitine (C16),GL405,N2,0.3126,0.3123,0.55
margaroylcarnitine (C17)*,GL405,N2,0.2287,0.2666,0.54
stearoylcarnitine (C18),GL405,N2,0.7396,0.4661,0.85
arachidoylcarnitine (C20)*,GL405,N2,0.5681,0.4177,1.25
behenoylcarnitine (C22)*,GL405,N2,0.1096,0.1909,0.53
lignoceroylcarnitine (C24)*,GL405,N2,0.4350,0.3789,0.71
cerotoylcarnitine (C26)*,GL405,N2,0.6358,0.4357,0.77
3-decenoylcarnitine,GL405,N2,0.5440,0.4147,1.29
cis-4-decenoylcarnitine (C10:1),GL405,N2,0.0093,0.0610,4.95
undecenoylcarnitine (C11:1),GL405,N2,0.0025,0.0449,3.61
5-dodecenoylcarnitine (C12:1),GL405,N2,0.0725,0.1626,5.43
myristoleoylcarnitine (C14:1)*,GL405,N2,0.7391,0.4661,1.08
palmitoleoylcarnitine (C16:1)*,GL405,N2,0.0219,0.0926,0.21
oleoylcarnitine (C18:1),GL405,N2,0.0639,0.1519,0.22
eicosenoylcarnitine (C20:1)*,GL405,N2,0.2805,0.2967,0.58
linoleoylcarnitine (C18:2)*,GL405,N2,0.0064,0.0574,0.09
dihomo-linoleoylcarnitine (C20:2)*,GL405,N2,0.0272,0.0997,0.14
arachidonoylcarnitine (C20:4),GL405,N2,0.0874,0.1786,0.16
dihomo-linolenoylcarnitine (C20:3n3 or 6)*,GL405,N2,0.0962,0.1830,0.23
(R)-3-hydroxybutyrylcarnitine,GL405,N2,0.0121,0.0693,0.33
(S)-3-hydroxybutyrylcarnitine,GL405,N2,0.1834,0.2443,0.58
3-hydroxyoctanoylcarnitine (1),GL405,N2,0.6289,0.4357,1.33
3-hydroxydecanoylcarnitine,GL405,N2,0.4930,0.3992,1.44
3-hydroxyoleoylcarnitine,GL405,N2,0.2538,0.2814,0.53
deoxycarnitine,GL405,N2,0.0324,0.1049,0.60
carnitine,GL405,N2,0.2841,0.2970,1.38
3-hydroxybutyrate (BHBA),GL405,N2,0.0106,0.0639,0.08
acetylcholine,GL405,N2,0.6615,0.4446,0.85
myristoylcholine*,GL405,N2,0.9370,0.5210,0.69
palmitoylcholine,GL405,N2,0.0278,0.0997,0.40
oleoylcholine,GL405,N2,0.1957,0.2536,0.44
linoleoylcholine*,GL405,N2,0.0137,0.0749,0.21
stearoylcholine*,GL405,N2,0.0760,0.1667,0.36
arachidonoylcholine,GL405,N2,0.7776,0.4798,1.10
eicosapentaenoylcholine,GL405,N2,0.4829,0.3950,0.66
4-hydroxybutyrate (GHB),GL405,N2,0.8373,0.4939,0.98
2-hydroxystearate,GL405,N2,0.9348,0.5210,0.86
2-hydroxybehenate,GL405,N2,0.4789,0.3932,0.57
2-hydroxylignocerate*,GL405,N2,0.2262,0.2655,0.68
3-hydroxyvalerate,GL405,N2,0.1066,0.1897,0.30
3-hydroxyhexanoate,GL405,N2,0.1892,0.2491,0.41
3-hydroxyoctanoate,GL405,N2,0.0821,0.1754,0.40
3-hydroxylaurate,GL405,N2,0.8189,0.4875,0.85
3-hydroxymyristate,GL405,N2,0.6428,0.4386,0.88
3-hydroxystearate,GL405,N2,0.2078,0.2579,2.44
5-hydroxyhexanoate,GL405,N2,0.7877,0.4801,0.92
8-hydroxyoctanoate,GL405,N2,0.4087,0.3692,0.89
"12,13-DiHOME",GL405,N2,0.8188,0.4875,1.20
"9,10-DiHOME",GL405,N2,0.5648,0.4177,1.71
"2S,3R-dihydroxybutyrate",GL405,N2,0.0124,0.0693,0.06
"2R,3R-dihydroxybutyrate",GL405,N2,0.5408,0.4147,0.86
"17,18-DiHETE",GL405,N2,0.6384,0.4368,1.24
5-HEPE,GL405,N2,0.8148,0.4875,1.38
oleoyl ethanolamide,GL405,N2,0.1429,0.2163,2.44
myristoyl ethanolamide,GL405,N2,0.3067,0.3102,0.81
palmitoyl ethanolamide,GL405,N2,0.0039,0.0476,3.86
stearoyl ethanolamide,GL405,N2,0.2409,0.2717,1.91
eicosapentaenoyl ethanolamide,GL405,N2,0.4849,0.3958,1.14
arachidonoyl ethanolamide,GL405,N2,0.3235,0.3217,1.39
linoleoyl ethanolamide,GL405,N2,0.3648,0.3437,0.57
linolenoyl ethanolamide,GL405,N2,0.4882,0.3972,1.55
palmitoleoyl ethanolamide*,GL405,N2,0.4698,0.3888,1.73
margaroyl ethanolamide*,GL405,N2,0.0490,0.1296,2.70
myo-inositol,GL405,N2,0.1913,0.2494,2.15
chiro-inositol,GL405,N2,0.0897,0.1790,0.41
choline,GL405,N2,0.1814,0.2434,1.43
choline phosphate,GL405,N2,0.0949,0.1829,3.65
cytidine 5'-diphosphocholine,GL405,N2,0.1439,0.2164,2.22
glycerophosphorylcholine (GPC),GL405,N2,0.0103,0.0637,4.18
phosphoethanolamine,GL405,N2,0.4300,0.3762,1.35
cytidine-5'-diphosphoethanolamine,GL405,N2,0.5881,0.4259,0.84
glycerophosphoethanolamine,GL405,N2,0.0023,0.0449,9.84
glycerophosphoserine*,GL405,N2,0.3690,0.3454,1.60
glycerophosphoinositol*,GL405,N2,0.6173,0.4328,1.14
trimethylamine N-oxide,GL405,N2,0.9286,0.5210,0.75
1-palmitoyl-2-stearoyl-GPC (16:0/18:0),GL405,N2,0.0049,0.0500,2.91
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),GL405,N2,0.5486,0.4166,1.26
1-palmitoleoyl-2-oleoyl-GPC (16:1/18:1)*,GL405,N2,0.1618,0.2247,1.46
"1,2-distearoyl-GPC (18:0/18:0)",GL405,N2,0.0771,0.1683,2.27
1-stearoyl-2-oleoyl-GPC (18:0/18:1),GL405,N2,0.2064,0.2578,1.41
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,GL405,N2,0.9424,0.5210,1.00
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),GL405,N2,0.0835,0.1765,2.01
"1,2-dioleoyl-GPC (18:1/18:1)",GL405,N2,0.6547,0.4414,1.10
1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,GL405,N2,0.5044,0.4022,0.77
1-oleoyl-2-alpha-linolenoyl-GPC (18:1/18:3n3),GL405,N2,0.0091,0.0610,2.41
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,GL405,N2,0.4385,0.3789,0.69
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,GL405,N2,0.6710,0.4473,1.09
"1,2-dipalmitoyl-GPE (16:0/16:0)*",GL405,N2,0.0009,0.0380,0.08
1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*,GL405,N2,0.4441,0.3791,0.73
1-palmitoyl-2-oleoyl-GPE (16:0/18:1),GL405,N2,0.0143,0.0763,0.28
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,GL405,N2,0.9998,0.5406,0.94
