metabolites,numerator,denominator,p-value,q-value,FC
uridine 3'-monophosphate (3'-UMP),CL2355,N2,0.4546,1.0000,0.25
"uridine-2',3'-cyclic monophosphate",CL2355,N2,0.4319,1.0000,0.35
uridine,CL2355,N2,0.7481,1.0000,0.86
uracil,CL2355,N2,0.7178,1.0000,0.66
pseudouridine,CL2355,N2,0.5252,1.0000,0.83
"5,6-dihydrouridine",CL2355,N2,0.3962,1.0000,1.42
2'-O-methyluridine,CL2355,N2,0.4870,1.0000,0.60
5-methyluridine (ribothymidine),CL2355,N2,0.8115,1.0000,1.01
"5,6-dihydrouracil",CL2355,N2,0.4991,1.0000,1.68
2'-deoxyuridine 5'-monophosphate,CL2355,N2,0.5110,1.0000,0.37
2'-deoxyuridine,CL2355,N2,0.7603,1.0000,1.09
3-ureidopropionate,CL2355,N2,0.4248,1.0000,0.63
beta-alanine,CL2355,N2,0.1288,1.0000,0.28
3-(3-amino-3-carboxypropyl)uridine*,CL2355,N2,0.6458,1.0000,1.11
cytidine diphosphate,CL2355,N2,0.6477,1.0000,0.59
cytidine 5'-monophosphate (5'-CMP),CL2355,N2,0.6759,1.0000,0.70
cytidine 2' or 3'-monophosphate (2' or 3'-CMP),CL2355,N2,0.8813,1.0000,0.52
"cytidine 2',3'-cyclic monophosphate",CL2355,N2,0.5729,1.0000,0.40
cytidine,CL2355,N2,0.9733,1.0000,0.84
cytosine,CL2355,N2,0.4652,1.0000,0.92
3-methylcytidine,CL2355,N2,0.8522,1.0000,1.01
5-methylcytidine,CL2355,N2,0.3958,1.0000,2.38
2'-deoxycytidine 5'-monophosphate,CL2355,N2,0.3697,1.0000,0.37
2'-deoxycytidine,CL2355,N2,0.7725,1.0000,0.48
2'-O-methylcytidine,CL2355,N2,0.9022,1.0000,1.08
thymidine 5'-monophosphate,CL2355,N2,0.2380,1.0000,0.35
thymidine,CL2355,N2,0.9814,1.0000,0.57
thymine,CL2355,N2,0.6042,1.0000,0.50
"5,6-dihydrothymine",CL2355,N2,0.2078,1.0000,2.68
3-aminoisobutyrate,CL2355,N2,0.1988,1.0000,0.35
methylphosphate,CL2355,N2,0.7626,1.0000,0.72
(3'-5')-adenylylcytidine,CL2355,N2,0.6354,1.0000,0.48
(3'-5')-adenylylguanosine*,CL2355,N2,0.8797,1.0000,0.49
(3'-5')-adenylyluridine,CL2355,N2,0.8538,1.0000,0.47
(3'-5')-adenylyladenosine*,CL2355,N2,0.2141,1.0000,0.37
(3'-5')-cytidylyladenosine,CL2355,N2,0.4516,1.0000,0.26
(3'-5')-cytidylylcytidine*,CL2355,N2,0.4003,1.0000,0.36
(3'-5')-cytidylylguanosine,CL2355,N2,0.1973,1.0000,0.21
(3'-5')-cytidylyluridine*,CL2355,N2,0.3878,1.0000,0.17
(3'-5')-guanylylcytidine,CL2355,N2,0.7370,1.0000,0.56
(3'-5')-guanylyluridine,CL2355,N2,0.5689,1.0000,0.48
(3'-5')-uridylylcytidine*,CL2355,N2,0.9541,1.0000,0.62
(3'-5')-uridylyluridine,CL2355,N2,0.9595,1.0000,0.37
(3'-5')-uridylyladenosine,CL2355,N2,0.5796,1.0000,0.64
quinolinate,CL2355,N2,0.6963,1.0000,0.86
nicotinate,CL2355,N2,0.4804,1.0000,0.88
nicotinate ribonucleoside,CL2355,N2,0.8247,1.0000,0.63
nicotinic acid mononucleotide (NaMN),CL2355,N2,0.7453,1.0000,0.63
nicotinamide,CL2355,N2,0.8038,1.0000,0.54
nicotinamide ribonucleotide (NMN),CL2355,N2,0.4993,1.0000,0.59
nicotinamide riboside,CL2355,N2,0.4343,1.0000,0.75
nicotinamide adenine dinucleotide (NAD+),CL2355,N2,0.5022,1.0000,0.46
6-hydroxynicotinate,CL2355,N2,0.3288,1.0000,0.37
trigonelline (N'-methylnicotinate),CL2355,N2,0.2441,1.0000,1.82
riboflavin (vitamin B2),CL2355,N2,0.0524,1.0000,0.69
flavin adenine dinucleotide (FAD),CL2355,N2,0.6856,1.0000,0.56
flavin mononucleotide (FMN),CL2355,N2,0.4646,1.0000,0.75
pantoate,CL2355,N2,0.2475,1.0000,0.38
pantothenate,CL2355,N2,0.5752,1.0000,0.86
pantethine,CL2355,N2,0.3208,1.0000,0.36
pantetheine,CL2355,N2,0.5188,1.0000,0.58
phosphopantetheine,CL2355,N2,0.7567,1.0000,0.97
3'-dephosphocoenzyme A,CL2355,N2,0.3896,1.0000,0.37
coenzyme A,CL2355,N2,0.6871,1.0000,0.57
ascorbate (vitamin C),CL2355,N2,0.9010,1.0000,0.83
dehydroascorbate,CL2355,N2,0.5120,1.0000,0.76
threonate,CL2355,N2,0.0894,1.0000,0.66
gulonate*,CL2355,N2,0.2445,1.0000,0.72
biotin,CL2355,N2,0.1789,1.0000,0.71
5-methyltetrahydrofolate (5MeTHF),CL2355,N2,0.7308,1.0000,0.70
biopterin,CL2355,N2,0.1100,1.0000,0.59
dihydrobiopterin,CL2355,N2,0.4986,1.0000,0.91
pterin,CL2355,N2,0.5327,1.0000,0.71
xanthopterin,CL2355,N2,0.8281,1.0000,0.92
protoporphyrin IX,CL2355,N2,0.7662,1.0000,1.16
heme,CL2355,N2,0.9747,1.0000,0.39
biliverdin,CL2355,N2,0.7430,1.0000,0.83
thiamin (vitamin B1),CL2355,N2,0.8223,1.0000,0.90
thiamin monophosphate,CL2355,N2,0.5193,1.0000,0.88
thiamin diphosphate,CL2355,N2,0.9094,1.0000,0.43
carotene diol (1),CL2355,N2,0.4619,1.0000,1.25
pyridoxamine,CL2355,N2,0.4397,1.0000,0.46
pyridoxamine phosphate,CL2355,N2,0.4432,1.0000,0.42
pyridoxal phosphate,CL2355,N2,0.0411,1.0000,0.33
pyridoxal,CL2355,N2,0.6427,1.0000,0.87
pyridoxate,CL2355,N2,0.1414,1.0000,0.41
benzoate,CL2355,N2,0.2776,1.0000,1.46
4-hydroxybenzoate,CL2355,N2,0.1354,1.0000,0.56
catechol,CL2355,N2,0.2624,1.0000,0.35
anthraniloyl-O-glucose,CL2355,N2,0.5595,1.0000,0.73
1-methylxanthine,CL2355,N2,0.7099,1.0000,0.57
2-piperidinone,CL2355,N2,0.1410,1.0000,1.14
3-dehydroshikimate,CL2355,N2,0.7950,1.0000,0.58
"2,3-dihydroxyisovalerate",CL2355,N2,0.2402,1.0000,0.40
dipicolinate,CL2355,N2,1.0000,1.0000,1.00
2-isopropylmalate,CL2355,N2,0.2389,1.0000,0.33
3-formylindole,CL2355,N2,0.5858,1.0000,0.66
3-hydroxyindolin-2-one,CL2355,N2,1.0000,1.0000,1.00
gluconate,CL2355,N2,0.0266,1.0000,0.40
ciliatine (2-aminoethylphosphonate),CL2355,N2,0.2208,1.0000,0.07
ergothioneine,CL2355,N2,0.8488,1.0000,0.41
erythritol,CL2355,N2,0.3992,1.0000,0.65
quinate,CL2355,N2,0.3226,1.0000,0.99
histidine betaine (hercynine)*,CL2355,N2,0.9485,1.0000,0.26
homostachydrine*,CL2355,N2,0.1652,1.0000,0.37
mannonate*,CL2355,N2,0.2533,1.0000,0.46
stachydrine,CL2355,N2,0.6295,1.0000,0.60
ethyl alpha-glucopyranoside,CL2355,N2,1.0000,1.0000,1.00
methyl glucopyranoside (alpha + beta),CL2355,N2,0.5553,1.0000,0.44
harmane,CL2355,N2,0.8685,1.0000,1.11
2-ketogluconate,CL2355,N2,0.3255,1.0000,0.63
"9,10-methylenehexadecanoate**",CL2355,N2,0.8113,1.0000,0.87
2-dimethylaminoethanol,CL2355,N2,0.0780,1.0000,0.42
3-indoleglyoxylic acid,CL2355,N2,0.7605,1.0000,0.74
ethyl beta-glucopyranoside,CL2355,N2,0.0535,1.0000,0.03
pyochelin,CL2355,N2,0.4071,1.0000,1.67
lactobacillic acid,CL2355,N2,0.6298,1.0000,0.70
7-chlorotryptophan,CL2355,N2,0.3208,1.0000,0.58
pyrrolnitrin,CL2355,N2,0.5381,1.0000,1.97
5-fluorouracil,CL2355,N2,0.7530,1.0000,1.03
salicylate,CL2355,N2,0.3111,1.0000,0.60
S-carboxymethyl-cysteine,CL2355,N2,0.2306,1.0000,0.42
sulfate*,CL2355,N2,0.3251,1.0000,0.42
O-sulfo-tyrosine,CL2355,N2,0.4779,1.0000,1.39
ectoine,CL2355,N2,0.3855,1.0000,0.31
glycerol 2-phosphate,CL2355,N2,0.3737,1.0000,0.67
"2,4-di-tert-butylphenol",CL2355,N2,0.7588,1.0000,0.82
thioproline,CL2355,N2,0.9779,1.0000,0.93
glutamine_degradant*,CL2355,N2,0.1157,1.0000,0.39
X-10445,CL2355,N2,1.0000,1.0000,1.00
X-11580,CL2355,N2,0.9433,1.0000,0.75
X-11612,CL2355,N2,0.3192,1.0000,0.42
X-11615,CL2355,N2,0.3110,1.0000,0.37
X-11787,CL2355,N2,0.7288,1.0000,0.43
X-11795,CL2355,N2,0.9295,1.0000,1.15
X-12026,CL2355,N2,0.8045,1.0000,1.03
X-12100,CL2355,N2,0.3128,1.0000,0.74
X-12101,CL2355,N2,0.6228,1.0000,0.67
X-12411,CL2355,N2,0.0190,1.0000,0.16
X-12462,CL2355,N2,0.7096,1.0000,0.67
X-13507,CL2355,N2,0.7093,1.0000,0.69
X-14056,CL2355,N2,0.3279,1.0000,0.63
X-14254,CL2355,N2,0.5078,1.0000,0.36
X-15161,CL2355,N2,0.3270,1.0000,0.50
X-15245,CL2355,N2,0.4005,1.0000,0.18
X-15461,CL2355,N2,0.6586,1.0000,0.45
X-15520,CL2355,N2,0.7114,1.0000,1.23
X-15853,CL2355,N2,0.8767,1.0000,0.44
X-16938,CL2355,N2,0.0484,1.0000,0.30
X-17009,CL2355,N2,0.1271,1.0000,0.63
X-17335,CL2355,N2,0.8662,1.0000,1.10
X-17761,CL2355,N2,0.1943,1.0000,1.61
X-17877,CL2355,N2,0.3866,1.0000,0.48
X-18278,CL2355,N2,0.6245,1.0000,0.22
X-20100,CL2355,N2,0.5470,1.0000,0.38
X-20172,CL2355,N2,0.4343,1.0000,0.48
X-20716,CL2355,N2,0.4127,1.0000,0.34
X-20747,CL2355,N2,0.4898,1.0000,0.36
X-21353,CL2355,N2,0.6778,1.0000,1.09
X-21607,CL2355,N2,0.9488,1.0000,0.73
X-21796,CL2355,N2,0.5046,1.0000,0.60
X-22062,CL2355,N2,0.6186,1.0000,0.35
X-22776,CL2355,N2,0.6243,1.0000,0.74
X-23109,CL2355,N2,0.5587,1.0000,0.74
X-23587,CL2355,N2,0.2902,1.0000,0.68
X-23593,CL2355,N2,0.6787,1.0000,0.59
X-23639,CL2355,N2,0.4676,1.0000,0.46
X-23648,CL2355,N2,0.3957,1.0000,0.99
X-23654,CL2355,N2,0.3174,1.0000,0.54
X-23662,CL2355,N2,0.8220,1.0000,1.07
X-23672,CL2355,N2,0.8732,1.0000,0.93
X-23739,CL2355,N2,0.3421,1.0000,0.86
X-24243,CL2355,N2,0.2858,1.0000,0.88
X-24425,CL2355,N2,0.5074,1.0000,0.69
X-24456,CL2355,N2,0.7102,1.0000,1.04
X-24608,CL2355,N2,0.1356,1.0000,1.63
X-24697,CL2355,N2,0.9548,1.0000,0.59
X-24728,CL2355,N2,0.8849,1.0000,0.55
X-24729,CL2355,N2,0.5232,1.0000,0.29
X-24807,CL2355,N2,0.2834,1.0000,0.12
X-25004,CL2355,N2,0.9578,1.0000,0.92
X-25009,CL2355,N2,0.5772,1.0000,0.69
X-25026,CL2355,N2,0.5710,1.0000,0.89
X-25080,CL2355,N2,0.0284,1.0000,0.07
X-25102,CL2355,N2,0.9116,1.0000,0.91
X-25109,CL2355,N2,0.7377,1.0000,0.46
X-25111,CL2355,N2,0.7442,1.0000,0.93
X-25180,CL2355,N2,0.8673,1.0000,0.87
X-25551,CL2355,N2,0.5374,1.0000,1.23
X-25563,CL2355,N2,0.6465,1.0000,1.07
X-25594,CL2355,N2,0.9063,1.0000,1.08
X-25837,CL2355,N2,0.4605,1.0000,0.34
X-25936,CL2355,N2,0.7411,1.0000,1.11
X-25940,CL2355,N2,0.1714,1.0000,1.19
X-25948,CL2355,N2,0.0749,1.0000,0.40
X-25955,CL2355,N2,0.8165,1.0000,0.87
X-25984,CL2355,N2,0.0326,1.0000,3.40
X-26008,CL2355,N2,0.4687,1.0000,0.39
X-26094,CL2355,N2,0.9977,1.0000,1.07
X-26095,CL2355,N2,1.0000,1.0000,1.00
X-26127,CL2355,N2,0.9950,1.0000,0.64
glycine,GL405,N2,0.1464,0.4657,0.74
N-acetylglycine,GL405,N2,0.2759,0.6095,0.47
sarcosine,GL405,N2,0.8442,0.8280,1.27
dimethylglycine,GL405,N2,0.5910,0.7341,1.41
betaine,GL405,N2,0.3865,0.6654,0.18
betaine aldehyde,GL405,N2,0.5107,0.7117,1.24
serine,GL405,N2,0.4996,0.7021,0.62
N-acetylserine,GL405,N2,0.1494,0.4657,0.25
3-phosphoserine,GL405,N2,0.1213,0.4290,0.32
threonine,GL405,N2,0.4688,0.6856,0.66
N-acetylthreonine,GL405,N2,0.0489,0.2966,0.26
O-acetylhomoserine,GL405,N2,0.6734,0.7635,0.75
homoserine lactone,GL405,N2,0.3962,0.6697,0.84
alanine,GL405,N2,0.0932,0.3743,0.63
N-acetylalanine,GL405,N2,0.8999,0.8334,0.72
aspartate,GL405,N2,0.3575,0.6551,0.41
N-acetylaspartate (NAA),GL405,N2,0.9144,0.8344,0.59
asparagine,GL405,N2,0.4117,0.6818,1.90
N-acetylasparagine,GL405,N2,0.0105,0.1642,0.23
glutamate,GL405,N2,0.1763,0.4978,0.46
glutamine,GL405,N2,0.8735,0.8293,0.92
alpha-ketoglutaramate*,GL405,N2,0.4549,0.6847,0.49
N-acetylglutamate,GL405,N2,0.1747,0.4978,0.89
N-acetylglutamine,GL405,N2,0.0603,0.2969,0.16
4-hydroxyglutamate,GL405,N2,0.9155,0.8344,0.09
"glutamate, gamma-methyl ester",GL405,N2,0.3211,0.6326,2.06
S-1-pyrroline-5-carboxylate,GL405,N2,0.7282,0.7872,1.03
propionylglutamine,GL405,N2,0.0206,0.2230,0.07
histidine,GL405,N2,0.1528,0.4711,0.42
1-methylhistidine,GL405,N2,0.3084,0.6272,0.71
3-methylhistidine,GL405,N2,0.3595,0.6551,0.80
N-acetylhistidine,GL405,N2,0.0113,0.1675,0.27
N-acetyl-3-methylhistidine*,GL405,N2,0.3169,0.6325,1.45
N-acetyl-1-methylhistidine*,GL405,N2,0.0779,0.3407,0.55
trans-urocanate,GL405,N2,0.8643,0.8293,0.31
cis-urocanate,GL405,N2,0.4614,0.6847,0.24
imidazole propionate,GL405,N2,0.0518,0.2966,0.25
formiminoglutamate,GL405,N2,0.6965,0.7780,0.49
imidazole lactate,GL405,N2,0.0929,0.3743,0.48
1-methyl-5-imidazoleacetate,GL405,N2,0.5410,0.7218,0.94
1-ribosyl-imidazoleacetate*,GL405,N2,0.1196,0.4276,2.16
4-imidazoleacetate,GL405,N2,0.2867,0.6141,0.61
N-acetylhistamine,GL405,N2,0.1107,0.4117,0.20
histidine methyl ester,GL405,N2,0.5879,0.7341,1.55
lysine,GL405,N2,0.7051,0.7803,0.27
N2-acetyllysine,GL405,N2,0.0147,0.1932,0.20
N6-acetyllysine,GL405,N2,0.4641,0.6847,0.04
"N2,N6-diacetyllysine",GL405,N2,0.0289,0.2489,0.02
N6-methyllysine,GL405,N2,0.5797,0.7341,0.10
"N6,N6,N6-trimethyllysine",GL405,N2,0.2528,0.5825,0.47
"hydroxy-N6,N6,N6-trimethyllysine*",GL405,N2,0.0050,0.1323,2.74
5-hydroxylysine,GL405,N2,0.9211,0.8344,0.50
fructosyllysine,GL405,N2,0.2458,0.5816,1.57
saccharopine,GL405,N2,0.9052,0.8334,1.09
2-aminoadipate,GL405,N2,0.4638,0.6847,0.24
2-oxoadipate,GL405,N2,0.8050,0.8185,0.61
pipecolate,GL405,N2,0.0467,0.2951,0.07
6-oxopiperidine-2-carboxylate,GL405,N2,0.2189,0.5522,0.34
cadaverine,GL405,N2,0.9268,0.8353,1.09
N-acetyl-cadaverine,GL405,N2,0.0650,0.3132,5.05
5-aminovalerate,GL405,N2,0.2060,0.5340,0.12
"N,N,N-trimethyl-5-aminovalerate",GL405,N2,0.5873,0.7341,2.98
phenylalanine,GL405,N2,0.2439,0.5793,0.42
N-acetylphenylalanine,GL405,N2,0.7683,0.8051,0.46
phenylpyruvate,GL405,N2,0.6589,0.7586,0.54
phenyllactate (PLA),GL405,N2,0.0505,0.2966,0.30
phenethylamine,GL405,N2,0.1473,0.4657,0.46
phenylacetate,GL405,N2,0.0925,0.3743,0.30
2-hydroxyphenylacetate,GL405,N2,0.9578,0.8484,1.59
4-hydroxyphenylacetate,GL405,N2,0.6797,0.7653,0.75
tyrosine,GL405,N2,0.4923,0.6988,0.66
N-acetyltyrosine,GL405,N2,0.6077,0.7357,0.56
tyramine,GL405,N2,0.0404,0.2834,2.92
4-hydroxyphenylpyruvate,GL405,N2,0.6629,0.7586,0.55
homogentisate,GL405,N2,0.4863,0.6988,1.82
3-(4-hydroxyphenyl)lactate,GL405,N2,0.0125,0.1806,0.34
dopamine,GL405,N2,0.7483,0.7945,0.97
o-tyrosine,GL405,N2,0.8149,0.8197,0.99
O-methyltyrosine,GL405,N2,0.0576,0.2966,0.53
gentisate,GL405,N2,0.6764,0.7637,0.59
N-formylphenylalanine,GL405,N2,0.9755,0.8484,0.87
tryptophan,GL405,N2,0.2421,0.5791,0.47
N-acetyltryptophan,GL405,N2,0.6522,0.7565,1.21
C-glycosyltryptophan,GL405,N2,0.8575,0.8286,0.99
oxindolylalanine,GL405,N2,0.8177,0.8197,1.16
N-formylkynurenine,GL405,N2,0.1424,0.4599,0.35
kynurenine,GL405,N2,0.7116,0.7809,0.67
kynurenate,GL405,N2,0.9755,0.8484,0.19
N-formylanthranilic acid,GL405,N2,0.9742,0.8484,0.93
anthranilate,GL405,N2,0.2667,0.5974,0.54
picolinate,GL405,N2,0.0209,0.2230,0.51
N-acetylserotonin,GL405,N2,0.1231,0.4306,0.38
indolelactate,GL405,N2,0.0413,0.2834,0.29
indoleacetate,GL405,N2,0.8998,0.8334,4.28
tryptophol,GL405,N2,0.0776,0.3407,10.78
indole-3-carboxylate,GL405,N2,0.2581,0.5914,0.45
leucine,GL405,N2,0.7223,0.7834,0.55
N-acetylleucine,GL405,N2,0.1260,0.4328,0.20
4-methyl-2-oxopentanoate,GL405,N2,0.8818,0.8293,1.10
alpha-hydroxyisocaproate,GL405,N2,0.2502,0.5825,0.60
isovaleryl/2-methylbutyryl CoA,GL405,N2,0.6338,0.7481,0.26
isovalerate (i5:0),GL405,N2,0.2104,0.5413,2.07
isovalerylglycine,GL405,N2,0.0399,0.2834,0.32
isovalerylcarnitine (C5),GL405,N2,0.6387,0.7489,1.40
beta-hydroxyisovalerate,GL405,N2,0.3439,0.6544,0.27
beta-hydroxyisovaleroylcarnitine,GL405,N2,0.2260,0.5639,1.39
beta-hydroxyisovalerylglycine,GL405,N2,0.4386,0.6847,0.68
3-methylglutaconate,GL405,N2,0.7921,0.8164,0.77
isoleucine,GL405,N2,0.5466,0.7218,0.51
N-acetylisoleucine,GL405,N2,0.0211,0.2230,0.24
3-methyl-2-oxovalerate,GL405,N2,0.8461,0.8280,0.90
2-hydroxy-3-methylvalerate,GL405,N2,0.2528,0.5825,0.44
2-methylbutyrylcarnitine (C5),GL405,N2,0.6496,0.7563,1.04
tiglylcarnitine (C5:1-DC),GL405,N2,0.5971,0.7341,1.26
ethylmalonate,GL405,N2,1.0000,0.8484,1.00
methylsuccinate,GL405,N2,0.9133,0.8344,0.43
valine,GL405,N2,0.6875,0.7714,0.58
N-acetylvaline,GL405,N2,0.5887,0.7341,0.24
3-methyl-2-oxobutyrate,GL405,N2,0.8016,0.8182,1.15
alpha-hydroxyisovalerate,GL405,N2,0.2128,0.5430,0.48
isobutyrylcarnitine (C4),GL405,N2,0.6472,0.7548,0.92
3-hydroxyisobutyrate,GL405,N2,0.2364,0.5719,0.45
methionine,GL405,N2,0.9054,0.8334,0.64
N-acetylmethionine,GL405,N2,0.7217,0.7834,0.92
N-formylmethionine,GL405,N2,0.9693,0.8484,0.64
methionine sulfone,GL405,N2,0.1424,0.4599,5.18
methionine sulfoxide,GL405,N2,0.4946,0.6988,0.78
N-acetylmethionine sulfoxide,GL405,N2,0.9491,0.8472,1.17
S-adenosylmethionine (SAM),GL405,N2,0.9846,0.8484,4.83
S-adenosylhomocysteine (SAH),GL405,N2,0.8322,0.8250,0.93
"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",GL405,N2,0.0169,0.2085,2.00
2-hydroxy-4-(methylthio)butanoic acid,GL405,N2,0.8187,0.8197,1.43
cystathionine,GL405,N2,0.8828,0.8293,1.63
cysteine,GL405,N2,0.4625,0.6847,0.89
N-acetylcysteine,GL405,N2,0.5768,0.7341,0.70
S-methylcysteine,GL405,N2,0.2005,0.5334,0.35
S-methylcysteine sulfoxide,GL405,N2,0.3847,0.6654,0.50
cysteine s-sulfate,GL405,N2,0.8509,0.8286,0.93
cystine,GL405,N2,0.6160,0.7396,0.64
lanthionine,GL405,N2,0.0086,0.1642,0.35
hypotaurine,GL405,N2,0.1902,0.5241,0.47
taurine,GL405,N2,0.6633,0.7586,0.56
N-acetyltaurine,GL405,N2,0.1760,0.4978,0.40
3-sulfo-alanine,GL405,N2,0.7486,0.7945,0.04
cyano-alanine,GL405,N2,0.4659,0.6847,0.89
arginine,GL405,N2,0.1056,0.3994,0.51
argininosuccinate,GL405,N2,0.0972,0.3816,0.30
urea,GL405,N2,0.8214,0.8210,0.61
ornithine,GL405,N2,0.6045,0.7357,1.08
3-amino-2-piperidone,GL405,N2,0.0308,0.2504,0.18
2-oxoarginine*,GL405,N2,0.5468,0.7218,1.64
citrulline,GL405,N2,0.5945,0.7341,0.12
homoarginine,GL405,N2,0.9208,0.8344,0.53
homocitrulline,GL405,N2,0.8226,0.8210,0.08
proline,GL405,N2,0.4833,0.6988,0.75
dimethylarginine (SDMA + ADMA),GL405,N2,0.4274,0.6847,0.82
N-acetylarginine,GL405,N2,0.0031,0.1137,0.30
N-delta-acetylornithine,GL405,N2,0.3418,0.6543,0.58
trans-4-hydroxyproline,GL405,N2,0.6472,0.7548,0.07
pro-hydroxy-pro,GL405,N2,0.6099,0.7364,1.06
N-methylproline,GL405,N2,0.2037,0.5340,0.48
N-monomethylarginine,GL405,N2,0.3975,0.6697,0.84
argininate*,GL405,N2,0.1314,0.4384,0.33
creatine,GL405,N2,0.0271,0.2456,0.21
agmatine,GL405,N2,0.3830,0.6654,2.06
acetylagmatine,GL405,N2,0.2850,0.6141,4.96
putrescine,GL405,N2,0.3190,0.6326,1.38
N-acetylputrescine,GL405,N2,0.0576,0.2966,7.29
N-carbamoylputrescine,GL405,N2,0.4926,0.6988,1.61
isoputreanine,GL405,N2,0.8034,0.8182,0.06
N-acetyl-isoputreanine,GL405,N2,0.6135,0.7394,0.07
spermidine,GL405,N2,0.8767,0.8293,0.94
N('1)-acetylspermidine,GL405,N2,0.4659,0.6847,1.99
diacetylspermidine*,GL405,N2,0.9038,0.8334,1.74
spermine,GL405,N2,0.1618,0.4839,1.79
N(1)-acetylspermine,GL405,N2,0.5962,0.7341,0.72
"N1,N12-diacetylspermine",GL405,N2,0.8396,0.8278,2.56
S-adenosylmethioninamine,GL405,N2,0.5592,0.7220,1.95
5-methylthioadenosine (MTA),GL405,N2,0.3301,0.6431,1.80
4-acetamidobutanoate,GL405,N2,0.2018,0.5338,0.30
4-guanidinobutanoate,GL405,N2,0.5422,0.7218,0.37
"glutathione, reduced (GSH)",GL405,N2,0.8315,0.8250,0.67
"glutathione, oxidized (GSSG)",GL405,N2,0.7139,0.7815,0.33
cysteine-glutathione disulfide,GL405,N2,0.5825,0.7341,0.56
cysteinylglycine,GL405,N2,0.2332,0.5684,0.54
cysteinylglycine disulfide*,GL405,N2,0.9868,0.8484,1.28
5-oxoproline,GL405,N2,0.3328,0.6455,2.23
2-hydroxybutyrate/2-hydroxyisobutyrate,GL405,N2,0.4869,0.6988,0.35
ophthalmate,GL405,N2,0.9232,0.8344,0.44
"S-(1,2-dicarboxyethyl)glutathione",GL405,N2,0.3963,0.6697,0.55
CoA-glutathione*,GL405,N2,0.3533,0.6551,0.39
gamma-glutamylalanine,GL405,N2,0.1766,0.4978,0.06
gamma-glutamylcysteine,GL405,N2,0.5850,0.7341,1.31
gamma-glutamylglutamate,GL405,N2,0.5331,0.7218,0.33
gamma-glutamylglutamine,GL405,N2,0.9383,0.8430,0.23
gamma-glutamylglycine,GL405,N2,0.3980,0.6697,0.31
gamma-glutamylhistidine,GL405,N2,0.3803,0.6654,0.25
gamma-glutamylisoleucine*,GL405,N2,0.8735,0.8293,0.19
gamma-glutamylleucine,GL405,N2,0.9916,0.8484,0.23
gamma-glutamyl-alpha-lysine,GL405,N2,0.7946,0.8164,0.21
gamma-glutamylmethionine,GL405,N2,0.6320,0.7481,0.31
gamma-glutamylphenylalanine,GL405,N2,0.8023,0.8182,0.15
gamma-glutamylthreonine,GL405,N2,0.1169,0.4227,0.49
gamma-glutamyltyrosine,GL405,N2,0.2650,0.5968,2.17
gamma-glutamylvaline,GL405,N2,0.7089,0.7806,0.20
gamma-glutamylserine,GL405,N2,0.4882,0.6988,1.21
gamma-glutamylcitrulline*,GL405,N2,0.2526,0.5825,0.07
leucylhydroxyproline*,GL405,N2,0.3980,0.6697,3.94
alanylleucine,GL405,N2,0.3585,0.6551,0.55
cyclo(gly-pro),GL405,N2,0.9830,0.8484,1.00
glycylisoleucine,GL405,N2,0.3107,0.6272,0.74
glycylleucine,GL405,N2,0.4118,0.6818,0.50
glycylvaline,GL405,N2,0.4466,0.6847,0.58
histidylalanine,GL405,N2,0.5609,0.7228,1.38
isoleucylglycine,GL405,N2,0.5704,0.7306,0.93
leucylalanine,GL405,N2,0.6247,0.7455,0.51
leucylglycine,GL405,N2,0.3604,0.6551,1.16
lysylleucine,GL405,N2,0.3094,0.6272,2.21
phenylalanylalanine,GL405,N2,0.4642,0.6847,1.31
phenylalanylglycine,GL405,N2,0.3036,0.6225,1.74
phenylalanylhydroxyproline*,GL405,N2,1.0000,0.8484,1.00
prolylglycine,GL405,N2,0.6178,0.7405,0.44
threonylphenylalanine,GL405,N2,0.4544,0.6847,0.52
tyrosylglycine,GL405,N2,0.2605,0.5928,1.63
valylglutamine,GL405,N2,0.4674,0.6851,0.74
valylglycine,GL405,N2,0.5322,0.7218,1.29
valylleucine,GL405,N2,0.4491,0.6847,0.50
leucylglutamine*,GL405,N2,0.5468,0.7218,0.49
alanyl-glutamyl-meso-diaminopimelate,GL405,N2,0.9105,0.8344,0.56
phenylacetylcarnitine,GL405,N2,0.3451,0.6548,0.28
phenylacetylglutamine,GL405,N2,0.6815,0.7659,1.59
"N,N-dimethyl-pro-pro",GL405,N2,0.0034,0.1137,0.62
"1,5-anhydroglucitol (1,5-AG)",GL405,N2,0.5530,0.7220,1.14
glucose,GL405,N2,0.1019,0.3925,3.97
glucose 6-phosphate,GL405,N2,0.1735,0.4978,0.20
"fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates",GL405,N2,0.3344,0.6455,0.34
dihydroxyacetone phosphate (DHAP),GL405,N2,0.0063,0.1510,0.21
2-phosphoglycerate,GL405,N2,0.3492,0.6551,0.14
3-phosphoglycerate,GL405,N2,0.3140,0.6293,0.30
phosphoenolpyruvate (PEP),GL405,N2,0.3688,0.6601,0.29
pyruvate,GL405,N2,0.1925,0.5241,0.47
lactate,GL405,N2,0.0711,0.3282,0.61
glycerate,GL405,N2,0.7384,0.7916,0.78
6-phosphogluconate,GL405,N2,0.0582,0.2966,0.31
ribose 1-phosphate,GL405,N2,0.2058,0.5340,0.21
